source,target,weight
오늘의사시미,겨울,0.2425708362128542
오늘의사시미,봄,0.28265376641326884
오늘의사시미,여름,0.2563925362819627
오늘의사시미,가을,0.2183828610919143
모나카,겨울,0.2634730538922156
모나카,봄,0.3323353293413174
모나카,여름,0.20958083832335328
모나카,가을,0.19461077844311378
우니한판,겨울,0.3373493975903614
우니한판,봄,0.3614457831325301
우니한판,여름,0.1566265060240964
우니한판,가을,0.14457831325301204
왕새우 튀김,겨울,0.3224489795918367
왕새우 튀김,봄,0.23061224489795917
왕새우 튀김,여름,0.17551020408163265
왕새우 튀김,가을,0.2714285714285714
우삼겹숙주볶음,겨울,0.21203438395415472
우삼겹숙주볶음,봄,0.2836676217765043
우삼겹숙주볶음,여름,0.2492836676217765
우삼겹숙주볶음,가을,0.25501432664756446
오늘의초밥,겨울,0.21621621621621623
오늘의초밥,봄,0.28957528957528955
오늘의초밥,여름,0.3204633204633205
오늘의초밥,가을,0.17374517374517376
닭가라아케,겨울,0.2272189349112426
닭가라아케,봄,0.3349112426035503
닭가라아케,여름,0.22485207100591717
닭가라아케,가을,0.21301775147928995
나가사키짬뽕,겨울,0.2639545884578997
나가사키짬뽕,봄,0.29517502365184484
나가사키짬뽕,여름,0.22421948912015138
나가사키짬뽕,가을,0.21665089877010407
연어사시미,겨울,0.21543408360128619
연어사시미,봄,0.31189710610932475
연어사시미,여름,0.2765273311897106
연어사시미,가을,0.19614147909967847
명란구이,겨울,0.2963709677419355
명란구이,봄,0.2399193548387097
명란구이,여름,0.2560483870967742
명란구이,가을,0.20766129032258066
파인샤벳,겨울,0.26262626262626265
파인샤벳,봄,0.28715728715728717
파인샤벳,여름,0.24675324675324675
파인샤벳,가을,0.20346320346320346
먹태구이,겨울,0.15343915343915343
먹태구이,봄,0.3386243386243386
먹태구이,여름,0.328042328042328
먹태구이,가을,0.17989417989417988
육사시미,겨울,0.22131147540983606
육사시미,봄,0.26639344262295084
육사시미,여름,0.30327868852459017
육사시미,가을,0.20901639344262296
알탕,겨울,0.28286189683860236
알탕,봄,0.281198003327787
알탕,여름,0.17637271214642264
알탕,가을,0.259567387687188
가쓰오우동,겨울,0.30272108843537415
가쓰오우동,봄,0.21768707482993196
가쓰오우동,여름,0.2585034013605442
가쓰오우동,가을,0.22108843537414966
참다랑어 사시미&슈토,겨울,0.16666666666666666
참다랑어 사시미&슈토,봄,0.3125
참다랑어 사시미&슈토,여름,0.3125
참다랑어 사시미&슈토,가을,0.20833333333333334
오뎅나베,겨울,0.2600690448791715
오뎅나베,봄,0.27502876869965476
오뎅나베,여름,0.22669735327963175
오뎅나베,가을,0.238204833141542
모듬고로케,겨울,0.3402061855670103
모듬고로케,봄,0.19931271477663232
모듬고로케,여름,0.20618556701030927
모듬고로케,가을,0.2542955326460481
새우관자버터야끼,겨울,0.16393442622950818
새우관자버터야끼,봄,0.29180327868852457
새우관자버터야끼,여름,0.23278688524590163
새우관자버터야끼,가을,0.3114754098360656
단새우,겨울,0.1984732824427481
단새우,봄,0.3435114503816794
단새우,여름,0.2748091603053435
단새우,가을,0.183206106870229
육회,겨울,0.2074468085106383
육회,봄,0.2978723404255319
육회,여름,0.2978723404255319
육회,가을,0.19680851063829788
육회덮밥,겨울,0.29357798165137616
육회덮밥,봄,0.30275229357798167
육회덮밥,여름,0.22018348623853212
육회덮밥,가을,0.1834862385321101
단새우&우니,겨울,0.3469387755102041
단새우&우니,봄,0.16326530612244897
단새우&우니,여름,0.3163265306122449
단새우&우니,가을,0.17346938775510204
타코와사비,겨울,0.18181818181818182
타코와사비,봄,0.2772727272727273
타코와사비,여름,0.23636363636363636
타코와사비,가을,0.30454545454545456
메로구이,겨울,0.138671875
메로구이,봄,0.328125
메로구이,여름,0.283203125
메로구이,가을,0.25
매운해물짬뽕,겨울,0.22863247863247863
매운해물짬뽕,봄,0.3034188034188034
매운해물짬뽕,여름,0.2564102564102564
매운해물짬뽕,가을,0.21153846153846154
진미깡,겨울,0.18487394957983194
진미깡,봄,0.35294117647058826
진미깡,여름,0.2184873949579832
진미깡,가을,0.24369747899159663
1인사시미,겨울,0.19540229885057472
1인사시미,봄,0.3045977011494253
1인사시미,여름,0.2413793103448276
1인사시미,가을,0.25862068965517243
회덮밥,겨울,0.36363636363636365
회덮밥,여름,0.18181818181818182
회덮밥,가을,0.45454545454545453
하루토 삼합,겨울,0.2857142857142857
하루토 삼합,봄,0.2857142857142857
하루토 삼합,여름,0.25396825396825395
하루토 삼합,가을,0.1746031746031746
연어머리구이,겨울,0.2289156626506024
연어머리구이,봄,0.2289156626506024
연어머리구이,여름,0.2289156626506024
연어머리구이,가을,0.3132530120481928
도미머리구이,겨울,0.21739130434782608
도미머리구이,봄,0.22608695652173913
도미머리구이,여름,0.2782608695652174
도미머리구이,가을,0.2782608695652174
우니추가,봄,0.5428571428571428
우니추가,여름,0.34285714285714286
우니추가,가을,0.11428571428571428
